judgement_slt_id,judgement_factual_sentence
116647893,", že dňa 17.11.2022 v čase o 11.05 h. v Senci, na Farskom námestí viedol osobné motorové vozidlo zn. BMW, modrej metalízy, EČ: DS-XXXHN, následne zastal s vozidlom na stredovej časti vozovky a obsluhoval mobilný telefón, čím blokoval prejazd vozidiel, po spozorovaní hliadky PZ sa pohol s vozidlom, následne bol predpísaným spôsobom zastavený a kontrolovaný hliadkou PMJ KR PZ Bratislava, pričom javil známky požitia omamných a psychotropných látok, následne bol vyzvaný k podrobeniu sa lekárskemu vyšetreniu na zistenie omamných a psychotropných látok, čo aj napriek po opakovanom poučení odmietol, načo následné išiel s hliadkou PZ na Centrálny príjem Nemocnice svätého Michala v Bratislave, na Satinského ul. č. 1, kde sa pred službukonajúcim lekárom MUDr. C. A. O. v čase o 12.27 h dňa 17.11.2022 odmietol podrobiť odberu biologického materiálu na zistenie prítomnosti omamných a psychotropných látok v krvi,"
115434629,", ž e v B., po ul. M. Č.. XX, dňa 29.10.2022 o 22:40 hod. viedol osobné motorové vozidlo továrenskej značky F. U. evidenčného čísla B. XXX I., pričom bol hliadkou Okresného riaditeľstva Policajného zboru v B., Odboru poriadkovej polície, Obvodného oddelenia Policajného zboru B. - P. v rámci výkonu dohľadu nad bezpečnosťou a plynulosťou v cestnej doprave zastavený a vyzvaný, aby sa podrobil dychovej skúške na prítomnosť alkoholu v dychu, ktorú odmietol, následne bol hliadkou polície vyzvaný, aby sa podrobil lekárskemu vyšetreniu spojenému s odberom a laboratórnym vyšetrením krvi alebo iného biologického materiálu, ktoré takisto odmietol, čím takto neuposlúchol výzvu policajta v zmysle ustanovenia § 3 ods. 2 písm. c/ zákona č. 8/2009 Z.z. o cestnej premávke a o zmene a doplnení niektorých zákonov v znení neskorších predpisov,"
115970409,", ž e dňa 06. novembra 2022 v čase okolo 22:40 hod. na miestnej komunikácii v obci Kluknava z parkoviska pod kaštieľom na parkovisko pred predajňou CBA a následne po parkovisku pred predajňou CBA, po predchádzajúcom požití alkoholu, ktorým sa priviedol do stavu vylučujúceho spôsobilosť bezpečne viesť motorové vozidlá, viedol osobné motorové vozidlo továrenskej značky Volkswagen Golf, evidenčného čísla J. XXX F., pričom dychovou skúškou elektronickým prístrojom AlcoQuant 6020 plus mu bola nameraná hodnota 1,27 mg/l alkoholu v dychu,"
115913810,"dňa XX.XX.XXXX v čase približne o XX:XX hod. v obci G. Y. smerom na obec S. riadil osobné motorové vozidlo zn. S. D., ev. č. BN XXX CH, kde bol pred domom č. XXX zastavený a kontrolovaný hliadkou OR PZ O. nad O., v rámci kontroly sa podrobil dychovej skúške, ktorú vykonal s negatívnym výsledkom, nakoľko však javil známky požitia omamných a psychotropných látok bol následne uvedenou hliadkou vyzvaný na podrobenie sa lekárskemu vyšetreniu odberom krvi a iného biologického materiálu, ktorému sa dňa XX.XX.XXXX v čase o XX:XX hod. dobrovoľne podrobil a z výsledkov laboratórnych vyšetrení toxikologicko-chemickej analýzy vykonanou v W. a patologicko anatomickom pracovisku O. O. bola v jemu odobratej vzorke krvi zistená prítomnosti metamfetamínu v koncentrácii XXXX ng/ml a amfetamínu v koncentrácii XXX ng/ml, pričom v zmysle zákona NR SR č. XXX/XXXX Z. z. o omamných látkach, psychotropných látkach a prípravkoch v znení neskorších predpisov sú metamfetamín a amfetamín zaradené do II. skupiny psychotropných látok, a toto u neho vyvolalo stav ťažkého stupňa opitosti s približnou koncentráciou alkoholu v krvi okolo X,X promile a viac,"
115123968,", ž e obvinený T. D. dňa 19. novembra 2021 v čase okolo 20.46 h v X. A. Q., okres X. A. Q., na ulici Q. po predchádzajúcom požití konope (marihuany) viedol osobné motorové vozidlo továrenskej značky Q. F., evidenčného čísla LE XXXAN, kde bol na ulici Q. zastavený a kontrolovaný policajnou hliadkou nakoľko počas policajnej kontroly javil známky požitia omamných a psychotropných látok, bol mu v čase o 23.13 hod. uvedeného dňa odobratý biologický materiál krv a moč, pričom imunochromatografickým skríningom mu bola v krvi zistená konfirmácia delta-9-tetrahydrokanabinolu (THC) v hodnote 12,66 ng/ml, pričom THC je hlavnou psychoaktívnou látkou rastlín konope, ktoré sú zaradené do I. skupiny omamných látok a THC do I. skupiny psychotropných látok podľa zákona č. 139/1998 Z. z. o omamných látkach, psychotropných látkach a prípravkov v znení neskorších predpisov a podľa znaleckého posudku z odvetvia psychiatria mal v čase jazdy hladinu THC v tele jednoznačne nad toxickým limitom, v dôsledku čoho jeho psychické a fyzické funkcie boli v stave vylučujúcom viesť motorové vozidlo, obvinený A. U. P. v presne nezistenej dobe, na presne nezistenom mieste v meste O., okres O. od neznámej osoby zakúpil vysušené vrcholky rastliny konope (Cannabis), z ktorých časť skonzumoval a následne prechovával po akúkoľvek dobu na bližšie nezistených miestach pri sebe až do cestnej kontroly osobného motorového vozidla továrenskej značky Q. F. evidenčného čísla LE XXXAN, v ktorom sa ako spolujazdec prepravoval dňa 19. novembra 2021 v čase o 23.03 hod. v meste X. A. Q. na ulici Q., okres X. A. Q. po ktorej dňa 20. novembra 2021 v čase o 03.00 hod., vydal polícii 2 igelitové vrecúška s obsahom vysušených vrcholkov rastliny konope (Cannabis) o celkovej hmotnosti 172,11 gramov s priemernou koncentráciou od 7,9%  do 10,3% hmotnostných THC (tetrahydrokanabinolu), čo zodpovedá najmenej 344 bežným jednotlivým dávkam drogy, schopných ovplyvniť psychiku užívateľa (konzumenta), pričom rastliny rodu Cannabis (konope) sú v zmysle zákona Národnej rady Slovenskej republiky č. 139/1998 Z.z. o omamných látkach, psychotropných látkach a prípravkoch v znení neskorších predpisov zaradené do I. skupiny omamných látok a účinná látka tetrahydrokanabinol (THC) do I. skupiny psychotropných látok, obvinený T. H. v presne nezistenej dobe, na presne nezistenom mieste, od bližšie nestotožnenej osoby zadovážil vysušené vrcholky rastliny konope (Cannabis), z ktorých časť skonzumoval a následne prechovával po akúkoľvek dobu na bližšie nezistených miestach v X. A. Q., pri sebe a taktiež dňa 19. novembra 2021 vo večerných hodinách ešte zakúpil od nestotožnenej osoby v X. A. Q., okres X. A. Q. na sídlisku P., pri kine P., vysušené vrcholky rastliny konope (Cannabis), ktoré následne prechovával pri sebe až do cestnej kontroly osobného motorového vozidla továrenskej značky Q. F. evidenčného čísla LE XXXAN, v ktorom sa ako spolujazdec prepravoval dňa 19. novembra 2021 v čase o 23.03 hod. v meste X. A. Q., na ulici Q., po ktorej dňa 20. novembra 2021 v čase o 03.00 hod. vydal polícii 2 igelitové vrecúška s obsahom vysušených vrcholkov rastliny konope (Cannabis) o celkovej hmotnosti 69,62 gramov s priemernou koncentráciou od 7,7% do 9,8% hmotnostných THC (tetrahydrokanabinolu), čo zodpovedá najmenej 139 bežným jednotlivým dávkam drogy, schopných ovplyvniť psychiku užívateľa (konzumenta), pričom rastliny rodu Cannabis (konope) sú v zmysle zákona Národnej rady Slovenskej republiky č. 139/1998 Z.z. o omamných látkach, psychotropných látkach a prípravkoch v znení neskorších predpisov zaradené do I. skupiny omamných látok a účinná látka tetrahydrokanabinol (THC) do I. skupiny psychotropných látok,"
115965616,", ž e dňa 04. novembra 2022 v čase okolo 13:22 hod. v meste Levoča po ceste číslo II/533, Novoveská cesta po kruhovom objazde a následne v smere jazdy z kruhového objazdu po ceste číslo I/18 - Prosbenová cesta viedol osobné motorové vozidlo značky Dacia Logan s evidenčným číslom U., kde bol v čase o 13:25 hod. zastavený a hliadkou PZ po zákonnom poučení, vyzvaný k podrobeniu sa dychovej skúške na zistenie požitia alkoholu v dychu, ktorej sa bezdôvodne odmietol podrobiť, následne bol vyzvaný k podrobeniu sa lekárskemu vyšetreniu odberom biologického materiálu na zistenie prítomnosti alkoholu v krvi, čo taktiež bezdôvodne odmietol, napriek tomu, že by to nebolo spojené s nebezpečenstvom pre jeho zdravie a takto konal napriek tomu, že trestným rozkazom Okresného súdu Košice - okolie sp. zn. 0T/96/2021 zo dňa 06.11.2021, ktorý nadobudol právoplatnosť dňa 06.11.2021, mu bol uložený aj trest zákazu činnosti viesť všetky druhy motorových vozidiel v trvaní 28 mesiacov, od 06.11.2021 do 06.03.2024,"
115777421,"dňa 05.11.2022, v čase pred 19.10 hod., v K., riadil po ulici Z., v smere od centra mesta na obec J. osobné motorové vozidlo zn. P. K., ev. č. H. kde na kruhovej križovatke pri OD Tesco, odbočil na ulicu Q., kde bol zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ Púchov, na ktorej výzvu sa odmietol podrobiť vyšetreniu na zistenie alkoholu dychovou skúškou a aj lekárskemu vyšetreniu spojenému s odberom a vyšetrením krvi alebo iného biologického materiálu, za účelom zistenia či nie je ovplyvnený návykovou látkou, hoci toto vyšetrenie nebolo spojené s nebezpečenstvom pre jeho zdravie,"
116504133,": po tom, čo požil alkoholické nápoje, dňa XX.XX.XXXX približne o XX.XX hod. v W. na ulici J. H. smerom na ul. X. , ako vodič viedol osobné motorové vozidlo továrenskej značky D. S., evidenčného číslo U kde počas jazdy bol na ulici X. pred obytným domom č. XXXX zastavený a kontrolovaný hliadkou príslušníkov K. oddelenia PZ W., pričom vykonanou dychovou skúškou do prístroja D. G. XXXX, číslo G.-XXXX, číslo merania XXXXX, bola u neho v čase o XX.XX hod. dňa XX.XX.XXXX nameraná hodnota X,XX miligramu etanolu na liter vydýchnutého vzduchu,"
116152814,"že dňa 09.11.2022 v čase o 22.50 hod. po predchádzajúcom požití alkoholu viedol osobné motorové vozidlo zn. Škoda Felicia e. č. W.-XXX P. po ulici Rudnej v obci Nižnoslanská Baňa, okres Rožňava, kde bol z dôvodu, že nepoužíval znamenie o zmene smeru jazdy hliadkou OO PZ Dobšiná predpísaným spôsobom zastavený, pričom vykonanou dychovou skúškou bolo v čase o 22.35 hod. prístrojom AlcoQuant 6020 plus zistené, že v čase vedenia motorového vozidla mal v jednom litri ním vydychovaného vzduchu najmenej 0,66 mg/l alkoholu"
115431432,"dňa 23.10.2022 v čase o 15.20 hod. v stave vylučujúcom spôsobilosť viedol osobné motorové vozidlo značky Škoda Octavia Combi, červenej farby s EVČ: V po ceste III/2306 v obci Brezovica v smere od mesta Trstená k obecnému úradu, kde bol službukonajúcou hliadkou Obvodného oddelenia PZ Trstená predpísaným spôsobom pri budove s popisným číslom 43/68 zastavený a kontrolovaný, pričom počas kontroly sa podrobil dychovej skúške do elektronického merača zn. AlcoQuant 6020 plus, sériové číslo: A410037, ktorý dňa 23.10.2022 v čase o 15.25 hod. nameral hodnotu 0,55 mg/l alkoholu v dychu a dňa 23.10.2022 v čase 15:41 hod. nameral hodnotu 0,57 mg/l alkoholu v dychu,"
116370615,": ako vodič po tom, čo požil alkoholické nápoje dňa 16.10.2022 v čase o 21:40 h v obci S., okres T., na ulici K., viedol osobné motorové vozidlo továrenskej značky A. J. J., evidenčného čísla T kde počas jazdy bol v obci S. na ul. K. pri rodinnom dome č. XXX/XXX zastavený a kontrolovaný hliadkou OO PZ Topoľčany, pričom vykonanou dychovou skúškou do prístroja O. XXXX plus, číslo O číslo merania XXXX mu bola v čase o 21:42 h nameraná hodnota 0,67 miligramu etanolu na liter vydýchnutého vzduchu,"
116286236,"dňa 15. 11. 2022 v čase o 18.26 hodine na pozemnej komunikácií v obci Zlaté Klasy, na Seneckej ceste pred rodinným domom so súpisným číslom 1067, okres Dunajská Streda, po predchádzajúcom požití presne nezisteného množstva alkoholických nápojov ako vodič viedol osobné motorové vozidlo značky Renault Megane s evidenčným číslom W.-XXXHY šedej farby, pričom bol riadne zastavený hliadkou Obvodného oddelenia Policajného zboru Šamorín a nakoľko počas kontroly javil známky požitia alkoholických nápojov, po zákonnom poučení bol podrobený dychovej skúške elektronickým meračom typu Alcotest 7510 elassie, číslo prístroja ARMF-0550, ktorým mu v čase 0 18.26 hod. dňa 15.11. 2022 bola nameraná hodnota 0,79 mg/l alkoholu v dychu (v prepočte 1 ,65 promile),"
115814405,"dňa 28.05.2022 v čase o 03.55 h v Brezne po námestí viedol ako vodič pod vplyvom metamfetamínu v koncentrácii 135,39 ng/ml v krvi a jeho metabolitu amfetamínu v koncentrácii 34,22 ng/ml, osobné motorové vozidlo zn. O. - O ev. č. D. XXX P."
116483688,"dňa XX.XX.XXXX v čase o XX.XX h viedol po ceste P./XXXX medzi mestom R. a obcou N. E. v okrese F. osobné motorové vozidlo zn. S. XXX, EČ: F po predchádzajúcom požití alkoholických nápojov, pričom bol zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ R., ktorá u neho pri vykonanej dychovej skúške v uvedený deň v čase o XX.XX h namerala hodnotu 0,88 miligramu etanolu na liter vydýchnutého vzduchu a v čase o XX.XX h hodnotu 0,85 miligramu etanolu na liter vydýchnutého vzduchu,"
116170050,"dňa 14.11.2022 v čase o 9:32 h viedol v stave vylučujúcom spôsobilosť, ktorý si privodil vplyvom alkoholu (0,73 miligramu etanolu na liter vydýchnutého vzduchu) po ceste W. v smere z obce T. do mesta J. G. J., motorové vozidlo traktor zn. X. ev. č. C. V. XXX,"
115788786,"dňa 16.10.2022 v čase o 19.35 h v Novom Meste nad Váhom po miestnej komunikácii F. I. smerom na cestu Z. viedla po požití alkoholu, s výsledkom merania 0,77 miligramu etanolu na liter vydýchnutého vzduchu, osobné motorové vozidlo Š. K., ev. č.Q.,"
116044068,"dňa XX.XX.XXXX v čase okolo XX:XX hod. ako vodič bez príslušného vodičského oprávnenia viedol osobné motorové vozidlo zn. Q. Q. J..Č..: H. po miestnej komunikácii v obci I., okr. H. a to od domu č. XXX k domu č. XXX, kde bol zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ Y. a následne po stotožnení v čase o XX:XX hod. uvedeného dňa bol podrobený dychovej skúške el. meračom Z. XXXX C. Č.. Z. XXXXXX (číslo merania XXXX), ktorým mu bola nameraná koncentrácia alkoholu 0,61 mg etanolu na liter vydychovaného vzduchu a opakovanou dychovou skúškou vykonanou v čase o XX.XX hod. uvedeného dňa totožným meračom (číslo merania XXXX), mu bola nameraná koncentrácia alkoholu 0,59 mg etanolu na liter vydychovaného vzduchu, pričom viedol motorové vozidlo aj napriek tomu, že rozsudkom Okresného súdu Bardejov sp. zn. XT/XX/XXXX zo dňa 25.11.2020 v spojitosti s rozsudkom Krajského súdu Prešov sp.zn. XTo/X/XXXX zo dňa 19.05.2021 bol uznaný vinným aj zo spáchania prečinu ohrozenia pod vplyvom návykovej látky podľa § 289 ods. 3 písm. a/, b/ Tr. zákona a bol mu okrem iného uložený aj trest zákazu činnosti viesť motorové vozidlá všetkého druhu v trvaní X (Š.) M., a rozsudkom Okresného súdu Trebišov sp. zn. XT XXX/XXXX v spojení s uznesením Krajského súdu Košice sp. zn. XTo/XX/XXXX zo dňa 24.06.2020 bol uznaný vinným zo spáchania prečinu ohrozenia pod vplyvom návykovej látky podľa § 289 ods. 1 Tr. zákona a rozsudkom Okresného súdu Bardejov, sp. zn. XT/XX/XXXX zo dňa 10.11.2021 právoplatným dňom 12.11.2021 mu bol okrem iného uložený aj súhrnný trest zákazu činnosti viesť motorové vozidlá všetkého druhu v trvaní X (U.) M. Z. X (Š.) I., pričom v čase vedenia vozidla uvedené doby zákazu činnosti viesť motorové vozidlá všetkého druhu ešte neuplynuli"
115369412,"dňa 07. októbra 2022, v čase pred 11.20 hod., riadil osobné motorové vozidlo zn. D. M ev. čísla O medzinárodnej poznávacej značky B., po ceste č. I/49, ulici P. v smere jazdy od mestskej časti C. - D., do centra mesta N., kde bol v úseku cesty pri objekte firmy „O.“ zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ Púchov, pričom na výzvu policajta sa bezdôvodne odmietol podrobiť vyšetreniu na zistenie návykovej látky dychovou skúškou prístrojom značky Alcotest 7510, výrobného čísla ARMF - 0461, ako aj lekárskemu vyšetreniu odberom a vyšetrením krvi alebo iného biologického materiálu, hoci takéto vyšetrenie nebolo spojené s nebezpečenstvom pre jeho zdravie,"
116543527,"dňa XX.XX.XXXX v čase okolo XX.XX hod. bez príslušného vodičského oprávnenia a v stave vylučujúcom spôsobilosť viedol osobné motorové vozidlo zn. F. G., EČ: C. po ceste I/77 cez obec D. smerom na mesto Bardejov, kde pri potravinách B. H. I. J. K. E. D., E.. C. z dôvodu nerozsvietenia stretávacích svetlometov na vozidle a nekoordinovanej jazdy bol zastavený a kontrolovaný hliadkou PMJ KR PZ Prešov, vysunuté pracovisko C. a po jeho stotožnení bol dňa XX.XX.XXXX v čase o XX.XX hod. podrobený dychovej skúške, ktorou bolo zistené, že obvinený viedol vozidlo po predchádzajúcom požití alkoholických nápojov, ktoré zvýšili hladinu etanolu v jeho krvi najmenej na 0,95 mg/l zistenú z vydychovaného vzduchu, čím obvinený porušil ustanovenie § 4 ods. 2 písm. a/, d/, § 32 ods. 1 v nadväznosti na ustanovenie § 137 ods. 1, ods. 2 písm. a/, q/ zákona č. 8/2009 Z.z. o cestnej premávke a o zmene a doplnení niektorých zákonov v znení neskorších predpisov"
116114879,"v Košiciach po ul. Milosrdenstva 36 dňa 25.10.2022 v čase o 07.25 hod. v stave vylučujúcom spôsobilosť viedla osobné motorové vozidlo zn. N. O., EVČ: E kde bola zastavená a kontrolovaná hliadkou OO PZ Košice-Juh, pričom bola podrobená dychovej skúške na určenie objemového percenta alkoholu v dychu prístrojom Alcoquant 6020 plus ev.č. A 409970, pri ktorej jej bola nameraná pozitívna hodnota alkoholu v dychu 0,73 mg/l;"
116434745,"dňa 15.11.2022 v čase pred 23:20 hod. v meste P. V. riadil osobné motorové vozidlo značky Š. I., evidenčného čísla P.-XXXCT, po ulici D. v smere na železničnú stanicu, kde pri budove autoservisu P. bol zastavený a kontrolovaný hliadkou Obvodného oddelenia Policajného zboru Považská Bystrica, na ktorej výzvu sa podrobil vyšetreniu na zistenie alkoholu dychovou skúškou, ktorá bola vykonaná o 23:24 hod. s negatívnym výsledkom, avšak vzhľadom na zmätené a nepokojné konanie javil známky ovplyvnenia návykovou látkou, preto bol vyzvaný podrobiť sa aj lekárskemu vyšetreniu spojenému s odberom a vyšetrením krvi alebo iného biologického materiálu, či nie je ovplyvnený inou návykovou látkou, čo odmietol, hoci toto vyšetrenie nebolo spojené s nebezpečenstvom pre jeho zdravie,"
115738642,"z prečinu ohrozenia pod vplyvom návykovej látky podľa § 289 ods. 1 Trestného zákona, že dňa 05..11.2022 o 22.54 hod., v Prešove, potom čo požil alkoholické nápoje, viedol po ulici Pod táborom smerom na sídlisko Sekčov osobné motorové vozidlo zn. E. XXX EČ E. XXX H., pričom bol zastavený a kontrolovaný hliadkou OO PZ Prešov juh, kde pri dychovej skúške na alkohol v čase o 22.58 hod. mu bola nameraná hodnota 1,03 mg/l alkoholu v dychu, pričom obvinený svojim konaním porušil ust. § 4 ods. 2 písm. d/ Zák. č. 8/2009 o cestnej premávke,"
115122469,", ž e dňa 27.10.2022 v čase o 00.51h viedol v obci Kuchyňa po hlavnej ulici v smere od vodnej priehrady osobné motorové vozidlo zn. VW X., striebornej metalízy sev. č. BL - XXX XV, kde bol pred rodinným domom č. 534 zastavený a kontrolovaný hliadkou Obvodného oddelenia PZ v Malackách, nakoľko jazdil v strede cesty a prudko brzdil a zrýchľoval, ktorá ho podrobila dychovej skúške na alkohol prostredníctvom prístroja AlcoQuant 6020 plus s č. A410153, ktorým mu v čase o 00.51 h bola nameraná hodnota 1,01 mg/l alkoholu v dychu,"
